CIPCode2000|CIPTitle2000|Action|Text change|CIPCode2010|CIPTitle2010
520209|Transportation/Transportation Management|No substantive changes|yes|520209|Transportation/Mobility Management
520299|Business Administration, Management and Operations, Other|No substantive changes|no|520299|Business Administration, Management and Operations, Other
5203|Accounting and Related Services|No substantive changes|no|5203|Accounting and Related Services
520301|Accounting|No substantive changes|no|520301|Accounting
520302|Accounting Technology/Technician and Bookkeeping|No substantive changes|no|520302|Accounting Technology/Technician and Bookkeeping
520303|Auditing|No substantive changes|no|520303|Auditing
520304|Accounting and Finance|No substantive changes|no|520304|Accounting and Finance
520305|Accounting and Business/Management|No substantive changes|no|520305|Accounting and Business/Management
520399|Accounting and Related Services, Other|No substantive changes|no|520399|Accounting and Related Services, Other
5204|Business Operations Support and Assistant Services|No substantive changes|no|5204|Business Operations Support and Assistant Services
520401|Administrative Assistant and Secretarial Science, General|No substantive changes|no|520401|Administrative Assistant and Secretarial Science, General
520402|Executive Assistant/Executive Secretary|No substantive changes|no|520402|Executive Assistant/Executive Secretary
520406|Receptionist|No substantive changes|no|520406|Receptionist
520407|Business/Office Automation/Technology/Data Entry|No substantive changes|no|520407|Business/Office Automation/Technology/Data Entry
520408|General Office Occupations and Clerical Services|No substantive changes|no|520408|General Office Occupations and Clerical Services
520409|Parts, Warehousing, and Inventory Management Operations|No substantive changes|no|520409|Parts, Warehousing, and Inventory Management Operations
520410|Traffic, Customs, and Transportation Clerk/Technician|No substantive changes|yes|520410|Traffic, Customs, and Transportation Clerk/Technician
520411|Customer Service Support/Call Center/Teleservice Operation|No substantive changes|no|520411|Customer Service Support/Call Center/Teleservice Operation
520499|Business Operations Support and Secretarial Services, Other|No substantive changes|no|520499|Business Operations Support and Secretarial Services, Other
5205|Business/Corporate Communications|No substantive changes|no|5205|Business/Corporate Communications
520501|Business/Corporate Communications|No substantive changes|no|520501|Business/Corporate Communications
5206|Business/Managerial Economics|No substantive changes|no|5206|Business/Managerial Economics
520601|Business/Managerial Economics|No substantive changes|no|520601|Business/Managerial Economics
5207|Entrepreneurial and Small Business Operations|No substantive changes|no|5207|Entrepreneurial and Small Business Operations
520701|Entrepreneurship/Entrepreneurial Studies|No substantive changes|no|520701|Entrepreneurship/Entrepreneurial Studies
520702|Franchising and Franchise Operations|No substantive changes|no|520702|Franchising and Franchise Operations
520703|Small Business Administration/Management|No substantive changes|no|520703|Small Business Administration/Management
520799|Entrepreneurial and Small Business Operations, Other|No substantive changes|no|520799|Entrepreneurial and Small Business Operations, Other
5208|Finance and Financial Management Services|No substantive changes|no|5208|Finance and Financial Management Services
520801|Finance, General|No substantive changes|no|520801|Finance, General
520803|Banking and Financial Support Services|No substantive changes|no|520803|Banking and Financial Support Services
520804|Financial Planning and Services|No substantive changes|no|520804|Financial Planning and Services
520806|International Finance|No substantive changes|no|520806|International Finance
520807|Investments and Securities|No substantive changes|no|520807|Investments and Securities
520808|Public Finance|No substantive changes|no|520808|Public Finance
520809|Credit Management|No substantive changes|no|520809|Credit Management
520899|Finance and Financial Management Services, Other|No substantive changes|no|520899|Finance and Financial Management Services, Other
5209|Hospitality Administration/Management|No substantive changes|no|5209|Hospitality Administration/Management
520901|Hospitality Administration/Management, General|No substantive changes|no|520901|Hospitality Administration/Management, General
520903|Tourism and Travel Services Management|No substantive changes|no|520903|Tourism and Travel Services Management
520904|Hotel/Motel Administration/Management|No substantive changes|no|520904|Hotel/Motel Administration/Management
520905|Restaurant/Food Services Management|No substantive changes|no|520905|Restaurant/Food Services Management
520906|Resort Management|No substantive changes|no|520906|Resort Management
520999|Hospitality Administration/Management, Other|No substantive changes|no|520999|Hospitality Administration/Management, Other
5210|Human Resources Management and Services|No substantive changes|no|5210|Human Resources Management and Services
521001|Human Resources Management/Personnel Administration, General|No substantive changes|no|521001|Human Resources Management/Personnel Administration, General
521002|Labor and Industrial Relations|No substantive changes|no|521002|Labor and Industrial Relations
521003|Organizational Behavior Studies|No substantive changes|no|521003|Organizational Behavior Studies
521004|Labor Studies|No substantive changes|no|521004|Labor Studies
521005|Human Resources Development|No substantive changes|no|521005|Human Resources Development
521099|Human Resources Management and Services, Other|No substantive changes|no|521099|Human Resources Management and Services, Other
5211|International Business|No substantive changes|no|5211|International Business
521101|International Business/Trade/Commerce|No substantive changes|no|521101|International Business/Trade/Commerce
5212|Management Information Systems and Services|No substantive changes|no|5212|Management Information Systems and Services
521201|Management Information Systems, General|No substantive changes|no|521201|Management Information Systems, General
521206|Information Resources Management/CIO Training|No substantive changes|no|521206|Information Resources Management
521207|Knowledge Management|No substantive changes|no|521207|Knowledge Management
521299|Management Information Systems and Services, Other|No substantive changes|no|521299|Management Information Systems and Services, Other
5213|Management Sciences and Quantitative Methods|No substantive changes|no|5213|Management Sciences and Quantitative Methods
521301|Management Science, General|No substantive changes|yes|521301|Management Science
521302|Business Statistics|No substantive changes|no|521302|Business Statistics
521304|Actuarial Science|No substantive changes|no|521304|Actuarial Science
521399|Management Sciences and Quantitative Methods, Other|No substantive changes|no|521399|Management Sciences and Quantitative Methods, Other
5214|Marketing|No substantive changes|no|5214|Marketing
521401|Marketing/Marketing Management, General|No substantive changes|no|521401|Marketing/Marketing Management, General
521402|Marketing Research|No substantive changes|no|521402|Marketing Research
521403|International Marketing|No substantive changes|no|521403|International Marketing
521499|Marketing, Other|No substantive changes|no|521499|Marketing, Other
5215|Real Estate|No substantive changes|no|5215|Real Estate
521501|Real Estate|No substantive changes|no|521501|Real Estate
5216|Taxation|No substantive changes|no|5216|Taxation
521601|Taxation|No substantive changes|no|521601|Taxation
5217|Insurance|No substantive changes|no|5217|Insurance
521701|Insurance|No substantive changes|no|521701|Insurance
5218|General Sales, Merchandising and Related Marketing Operations|No substantive changes|no|5218|General Sales, Merchandising and Related Marketing Operations
521801|Sales, Distribution, and Marketing Operations, General|No substantive changes|no|521801|Sales, Distribution, and Marketing Operations, General
521802|Merchandising and Buying Operations|No substantive changes|no|521802|Merchandising and Buying Operations
521803|Retailing and Retail Operations|No substantive changes|no|521803|Retailing and Retail Operations
521804|Selling Skills and Sales Operations|No substantive changes|no|521804|Selling Skills and Sales Operations
521899|General Merchandising, Sales, and Related Marketing Operations, Other|No substantive changes|no|521899|General Merchandising, Sales, and Related Marketing Operations, Other
5219|Specialized Sales, Merchandising and  Marketing Operations|No substantive changes|no|5219|Specialized Sales, Merchandising and  Marketing Operations
521901|Auctioneering|No substantive changes|no|521901|Auctioneering
521902|Fashion Merchandising|No substantive changes|no|521902|Fashion Merchandising
521903|Fashion Modeling|No substantive changes|no|521903|Fashion Modeling
521904|Apparel and Accessories Marketing Operations|No substantive changes|no|521904|Apparel and Accessories Marketing Operations
521905|Tourism and Travel Services Marketing Operations|No substantive changes|no|521905|Tourism and Travel Services Marketing Operations
521906|Tourism Promotion Operations|No substantive changes|no|521906|Tourism Promotion Operations
521907|Vehicle and Vehicle Parts and Accessories Marketing Operations|No substantive changes|no|521907|Vehicle and Vehicle Parts and Accessories Marketing Operations
521908|Business and Personal/Financial Services Marketing Operations|No substantive changes|no|521908|Business and Personal/Financial Services Marketing Operations
521909|Special Products Marketing Operations|No substantive changes|no|521909|Special Products Marketing Operations
521910|Hospitality and Recreation Marketing Operations|No substantive changes|no|521910|Hospitality and Recreation Marketing Operations
521999|Specialized Merchandising, Sales, and Marketing Operations, Other|No substantive changes|no|521999|Specialized Merchandising, Sales, and Marketing Operations, Other
5220|Construction Management|No substantive changes|no|5220|Construction Management
522001|Construction Management|No substantive changes|no|522001|Construction Management
5299|Business, Management, Marketing, and Related Support Services, Other|No substantive changes|no|5299|Business, Management, Marketing, and Related Support Services, Other
529999|Business, Management, Marketing, and Related Support Services, Other|No substantive changes|no|529999|Business, Management, Marketing, and Related Support Services, Other
53|HIGH SCHOOL/SECONDARY DIPLOMAS AND CERTIFICATES|No substantive changes|no|53|HIGH SCHOOL/SECONDARY DIPLOMAS AND CERTIFICATES
5301|High School/Secondary Diploma Programs|No substantive changes|no|5301|High School/Secondary Diploma Programs
530101|Regular/General High School/Secondary Diploma Program|No substantive changes|no|530101|Regular/General High School/Secondary Diploma Program
530102|College/University Preparatory and Advanced High School/Secondary Diploma Program|No substantive changes|no|530102|College/University Preparatory and Advanced High School/Secondary Diploma Program
530103|Vocational High School and Secondary Business/Vocational-Industrial/Occupational Diploma Program|No substantive changes|no|530103|Vocational High School and Secondary Business/Vocational-Industrial/Occupational Diploma Program
530104|Honors/Regents High School/Secondary Diploma Program|No substantive changes|no|530104|Honors/Regents High School/Secondary Diploma Program
530105|Adult High School/Secondary Diploma Program|No substantive changes|no|530105|Adult High School/Secondary Diploma Program
530199|High School/Secondary Diploma Programs, Other|No substantive changes|no|530199|High School/Secondary Diploma Programs, Other
