CIP_Short|CIP_Code|CIPTitle|Description|CrossReferences|Groups|Old_CIP_Code|Created_Date|Modified_Date|Inactive
42|422806|Educational Psychology.|A program that focuses on the application of psychology to the study of the behavior of individuals in the roles of teacher and learner, the nature and effects of learning environments, and the psychological effects of methods, resources, organization and non-school experience on the educational process.  Includes instruction in learning theory, human growth and development, research methods, and psychological evaluation.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422807|Clinical Child Psychology.|A program that focuses on the developmental processes of children and associated disorders and that prepares individuals for the independent professional practice of clinical child psychology.  Includes instruction in developmental neuropsychology, child psychopathology, testing of children and adolescents, pediatric psychology, psychosocial variables in child development, clinical skills, family therapy, behavioral assessment and intervention, clinical skills, consultation, professional standards and ethics, and applications to topics such as infancy, childhood, and adolescence.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422808|Environmental Psychology.|A program that focuses on the study of behavioral interactions between human beings and the environment in individual and group contexts, and ways to improve them.  Includes instruction in contextual theory; statistics; physiological, social, and psychological responses to natural and technological hazards and disease; environmental perception and cognition; loneliness and stress; and psychological aspects of environmental design and planning.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422809|Geropsychology.|A program that focuses on the psychology of aging and of elderly individuals and populations, with reference to growth and decline across the life span.  Includes instruction in gerontology, developmental and adult psychology, age-related development and decline of cognitive processes, age-related psychological and neurological disorders, social and personality development in aging populations and individuals, and applications to the clinical treatment and care of older adults.|19.0702 - Adult Development and Aging., 30.1101 - Gerontology.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422810|Health/Medical Psychology.|A program that focuses on the psychological study of health and illness, and recovery,  from the perspective that these phenomena arise from a combination of physical, behavioral, and social conditions.  Includes instruction in abnormal and social psychology, psychophysiology, psychopharmacology, learning processes, clinical and behavioral therapies, biopsychosocial modeling, clinical procedures and assessment, preventive education, psychotherapy, rehabilitation processes, and research methods.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422811|Family Psychology.|A program that prepares individuals to provide therapeutic, evaluative, and research services to families and individuals in the family unit context.  Includes instruction in natural and family systems theory, family and group rituals, family evaluation and assessment, marital and couples therapy, sex therapy, parenting, interviewing techniques, genogram construction, family sculpting, diversity issues, family violence, family law, and professional standards and ethics.|51.1505 - Marriage and Family Therapy/Counseling., 19.0704 - Family Systems.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422812|Forensic Psychology.|A program that prepares individuals to apply clinical, counseling, school, and neuropsychology skills to the provision of psychological services within the criminal justice and civil legal systems, including consultation, assessment, and interventions.  Includes instruction in the epidemiology of mental/behavioral disorders, risk factors for violence and criminality, profiling and patterning, psychological testing, prediction and intervention measurement, forensic assessment, criminal and civil law and procedures, secure environments, forensic treatment and intervention skills, and professional standards and ethics.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422813|Applied Psychology.|A program that focuses on the application of psychological theories and methods to real-world settings and problems, such as business and industry, government, education, military, and community settings. Includes instruction in applications of psychology, industrial/organizational psychology, developmental psychology, social psychology, cognitive psychology, counseling, human factors, research methods and statistics, and program evaluation.|30.3101 - Human Computer Interaction.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422814|Applied Behavior Analysis.|A program that focuses on the application of principles of learning and behavior to enhance the development, abilities, and choices of children and adults; and that prepares individuals to address the behavioral needs of individuals, especially those with developmental disabilities and autism. Includes instruction in behavior analysis and learning, behavioral and functional assessment, developmental psychology, applied behavioral analysis in developmental disabilities and autism, applied behavioral analysis in mental health and aging, research methods, evaluation of interventions, and professional and ethical issues.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|422815|Performance and Sport Psychology.|A program that focuses on the motor, physiological, and psychosocial aspects of sport behavior. Includes instruction in applied sport psychology, clinical mental health counseling, coaching, exercise physiology, ethical performance enhancement; human development, leadership and team building, mind-body practices, neuroscience, and personality and health.|31.0508 - Sports Studies.|NULL|NULL|2020-04-15 14:26:57.863|NULL|N
42|422816|Somatic Psychology.|A program that focuses on a holistic approach to solving interpersonal issues and psychological problems. Includes instruction in authentic movement, body-mind balance and integration, contact improvisation, dance, Pilates, Tai Chi, relaxation techniques, and Yoga.||NULL|NULL|2020-04-15 14:26:57.863|NULL|N
42|422817|Transpersonal/Spiritual Psychology.|A program that prepares individuals to pursue spiritual and psychological practices for counseling. Includes instruction in emotional intelligence, expressive movement, healing practices and rituals, human consciousness, movement and meditation, psychosomatic connection, spiritual systems and wellness, transpersonal counseling, and therapeutic trance.||NULL|NULL|2020-04-15 14:26:57.863|NULL|N
42|422899|Clinical, Counseling and Applied Psychology, Other.|Any instructional program in clinical, counseling and applied psychology not listed above.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|4299|Psychology, Other.|Instructional content is defined in code 42.9999.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
42|429999|Psychology, Other.|Any instructional program in psychology not listed above.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
43|43|HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.|"Instructional programs that focus on the principles and procedures for providing homeland security, police, fire, and other safety services and managing penal institutions. Note: this series is titled Security and Protective Services"" in the Canadian CIP."""||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
43|4301|Criminal Justice and Corrections.|Instructional content for this group of programs is defined in codes 43.0100 - 43.0199.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
43|430100|Criminal Justice and Corrections, General.|A program of study that focuses on the general study of criminal justice and corrections. Includes instruction in criminology, criminal justice, correctional science, forensic science, law enforcement, psychology, and ethics.||NULL|NULL|2020-04-15 14:26:57.863|NULL|N
43|430102|Corrections.|A program that prepares individuals to study the theories and principles, of correctional science and to function as professional corrections officers and other workers in public and/or private incarceration facilities.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
43|430103|Criminal Justice/Law Enforcement Administration.|A program that prepares individuals to apply theories and practices of organization management and criminal justice to the administration of public law enforcement agencies and operations.  Includes instruction in law enforcement history and theory, operational command leadership, administration of public police organizations, labor relations, incident response strategies, legal and regulatory responsibilities, budgeting, public relations, and organizational leadership.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
43|430104|Criminal Justice/Safety Studies.|A program that focuses on the criminal justice system, its organizational components and processes, and its legal and public policy contexts.  Includes instruction in criminal law and policy, police and correctional systems organization, the administration of justice and the judiciary, and public attitudes regarding criminal justice issues.|45.0401 - Criminology.|STEM|NULL|2010-01-01 00:00:00.000|NULL|N
43|430106|Forensic Science and Technology.|Moved from 43.0106 to 43.0406||STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:38:55.387|Y
43|430107|Criminal Justice/Police Science.|A program that prepares individuals to perform the duties of police and public security officers, including patrol and investigative activities, traffic control, crowd control and public relations, witness interviewing, evidence collection and management, basic crime prevention methods, weapon and equipment operation and maintenance, report preparation and other routine law enforcement responsibilities.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
